1581182560 1 0 0
1581345968 2 0 0
1581346203 3 0 0
1581347530 4 0 0
1581420352 5 0 0
1581420798 6 0 0
1581420829 7 0 0
1581421116 8 0 0
1581421446 9 0 0
1581431486 10 0 0
1581431560 11 0 0
1581449509 11 1 0
1581506450 11 2 0
1581507104 11 3 0
1581521109 12 3 0
1581521619 13 3 0
1581521751 14 3 0
1581524092 15 3 0
1581534352 16 3 0
1581551596 17 3 0
1581562559 18 3 0
1581562623 19 3 0
1581563010 20 3 0
1581585126 20 4 0
1581585148 20 5 0
1581585224 20 6 0
1581599861 20 6 1
1581610891 21 6 1
1581610941 22 6 1
1581613235 23 6 1
1581785197 24 6 1
1581813767 25 6 1
1581814144 26 6 1
1581814514 27 6 1
1581814615 28 6 1
1581814953 29 6 1
1581814997 30 6 1
1581815276 31 6 1
1581816098 32 6 1
1581816167 33 6 1
1581816303 34 6 1
1581816321 35 6 1
1581816399 36 6 1
1581817080 37 6 1
1583083751 38 6 1
1583088728 39 6 1
1583329798 40 6 1
1583331640 41 6 1
1583335353 42 6 1
1583336060 43 6 1
1583344552 44 6 1
1583344935 45 6 1
1583358427 46 6 1
1583421000 47 6 1
1583433682 48 6 1
1583434042 49 6 1
1583507089 50 6 1
1583507150 51 6 1
1583595824 52 6 1
1583705603 53 6 1
1583713420 54 6 1
1583762928 55 6 1
1583843657 56 6 1
1583876165 57 6 1
1583889495 58 6 1
1583890062 59 6 1
1583890158 60 6 1
1583891377 61 6 1
1584028162 62 6 1
