1581182560 18072 0 0
1581345968 18079 0 0
1581346203 18080 0 0
1581347530 18081 0 0
1581420352 18082 0 0
1581420798 18082 0 0
1581420829 18082 0 0
1581421116 18083 0 0
1581421446 18083 0 0
1581431486 18083 0 0
1581431560 18083 0 0
1581449509 18083 1 0
1581506450 18083 19 0
1581507104 18083 21 0
1581521109 18108 21 0
1581521619 18108 21 0
1581521751 18108 21 0
1581524092 18120 21 0
1581534352 18137 21 0
1581551596 18269 21 0
1581562559 18330 21 0
1581562623 18330 21 0
1581563010 18333 21 0
1581585126 18333 21 0
1581585148 18333 23 0
1581585224 18333 24 0
1581599861 18333 24 0
1581610891 18334 24 0
1581610941 18335 24 0
1581613235 18336 24 0
1581785197 18337 24 0
1581813767 18371 24 0
1581814144 18469 24 0
1581814514 18469 24 0
1581814615 18469 24 0
1581814953 18469 24 0
1581814997 18470 24 0
1581815276 18471 24 0
1581816098 18477 24 0
1581816167 18477 24 0
1581816303 18477 24 0
1581816321 18478 24 0
1581816399 18478 24 0
1581817080 18478 24 0
1583083751 18522 24 0
1583088728 18563 24 0
1583329798 18621 24 0
1583331640 18628 24 0
1583335353 18696 24 0
1583336060 18721 24 0
1583344552 18721 24 0
1583344935 18742 24 0
1583358427 36155 24 0
1583421000 36158 24 0
1583433682 36740 24 0
1583434042 36740 24 0
1583507089 36788 24 0
1583507150 36788 24 0
1583595824 36838 24 0
1583705603 36923 24 0
1583713420 36947 24 0
1583762928 37001 24 0
1583843657 37031 24 0
1583876165 37056 24 0
1583889495 37057 24 0
1583890062 37350 24 0
1583890158 37350 24 0
1583891377 37374 24 0
1584028162 37440 24 0
